StudentID,Name,Gender,DOB,Email,Phone,Branch,Year,CGPA,Skills,Hackathons,Papers,Conferences,Sports,Clubs,Internships,Resume_Score,GitHub_Score,LeetCode_Rating,Placement_Probability,Father,Mother,Address
7903,Chatresh Vyas,Male,2002-11-15,kamdarradhika@example.com,9944105021,Civil Engineering – Environmental Geotechnology,2018,9.36,"SQL,NodeJS,Data Science,PyTorch,DevOps",3,2,0,3,3,0,74,100,1728,0.65,Lohit Rattan,Yauvani Padmanabhan,"H.No. 02
Shere Path
Kharagpur-850794"
7904,Saumya Batra,Male,2005-08-24,maanavghosh@example.org,4854860198,Civil Engineering – Environmental Geotechnology,2018,7.72,"Cloud Computing,IoT,NodeJS,PyTorch,Deep Learning",4,3,0,0,3,1,69,17,1571,0.56,Diya Dhar,Akshay Wable,"H.No. 979, Mall Street
Kozhikode 344091"
7905,Raagini Gola,Male,2003-03-30,subramaniamgeetika@example.net,+914567164809,Civil Engineering – Environmental Geotechnology,2018,7.68,"Machine Learning,Java,Data Science,Linux,Docker",1,2,0,0,4,0,53,18,1203,0.72,Dalbir Suri,Jagrati Prakash,"83/683, Yadav Ganj, Darbhanga-437352"
7906,Urishilla Basu,Male,2004-12-14,nilima19@example.com,7747547881,Civil Engineering – Environmental Geotechnology,2018,9.75,"Data Science,PyTorch,SQL,Kubernetes,Cloud Computing",1,1,0,2,4,0,72,41,2146,0.74,Luke Parsa,Oeshi Raju,"317, Raju Zila, Jamalpur-914374"
7907,Urvi Prabhu,Female,2007-06-24,akamdar@example.com,9295514896,Civil Engineering – Environmental Geotechnology,2018,8.12,"React,SQL,PyTorch,Python,Java",2,1,0,1,1,1,55,60,2051,0.9,Unnati Bahri,Gabriel Basu,"487
Das, Gwalior 783821"
7908,Neha Suresh,Male,2003-03-04,onkar43@example.org,0593929759,Civil Engineering – Environmental Geotechnology,2018,9.24,"Linux,Kubernetes,Cloud Computing,IoT,Docker",2,1,1,0,0,1,55,36,1166,0.9,Barkha Bajwa,Dhruv Thakkar,"H.No. 455
Mukhopadhyay Path
Jamalpur 156469"
7909,Eshana Patel,Male,2004-08-02,dhanda@example.net,6677329859,Civil Engineering – Environmental Geotechnology,2018,9.13,"DevOps,Data Science,IoT,AWS,PyTorch",0,2,2,0,0,1,70,62,1120,0.6,Aarav Saran,Maanas Mann,"07/691, Dube Circle, Navi Mumbai 481410"
7910,Sathvik Sunder,Female,2005-09-03,sahaanjali@example.net,+913679321315,Civil Engineering – Environmental Geotechnology,2018,7.23,"PyTorch,Cybersecurity,C++,React,Docker",5,2,1,1,1,0,91,66,2037,0.5,Zilmil Deshmukh,Dhriti Chaudhari,"300, Padmanabhan Marg, Vijayanagaram-941120"
7911,Anita Golla,Male,2005-12-11,nadkarniaashi@example.net,+910445101338,Civil Engineering – Environmental Geotechnology,2018,8.64,"Data Science,Deep Learning,DevOps,NodeJS,Java",2,1,1,3,4,2,89,51,1532,0.42,Ishaan Suri,Luke Radhakrishnan,"H.No. 220, Balay Road, Tadipatri-351365"
7912,Dakshesh Bhakta,Female,2005-06-03,gavinraju@example.net,4303414253,Civil Engineering – Environmental Geotechnology,2018,7.01,"PyTorch,React,Blockchain,AWS,Java",3,1,0,0,0,2,79,39,969,0.69,Manan Mahajan,Raagini Sengupta,"496, Dugal Ganj
Hyderabad-007630"
7913,Lakshmi Sarraf,Male,2006-09-04,riya19@example.com,+910828567454,Civil Engineering – Environmental Geotechnology,2018,8.12,"Python,Cybersecurity,Blockchain,Linux,NodeJS",4,3,2,1,0,0,99,54,930,0.46,Samaksh Nigam,Onkar Pandya,"H.No. 80, Badal Nagar, Allahabad-697803"
7914,Chasmum Chad,Female,2006-02-20,geetika43@example.com,+913216203958,Civil Engineering – Environmental Geotechnology,2018,7.21,"SQL,Cybersecurity,Docker,PyTorch,C++",2,1,1,3,3,1,60,89,1266,0.82,Tanay Sandhu,Oni Choudhary,"80
Arora Street, Ranchi 708111"
7915,Meghana Sarraf,Female,2006-09-06,sahniwarinder@example.org,+919716911426,Civil Engineering – Environmental Geotechnology,2018,7.92,"DevOps,NodeJS,PyTorch,Machine Learning,C++",2,3,2,3,4,2,83,85,842,0.36,Yachana Chhabra,Yochana Sinha,"275
Kaul Ganj
Dewas 292248"
7916,Forum Rajagopal,Female,2007-03-09,duakrisha@example.org,04892889944,Civil Engineering – Environmental Geotechnology,2018,6.42,"PyTorch,React,TensorFlow,Data Science,Blockchain",3,2,2,0,4,1,51,34,1489,0.72,Chaman Nadig,Darika Singh,"H.No. 133
Raman Road, Shimoga 974299"
7917,Ikbal Saxena,Female,2005-04-17,timothynayar@example.com,06540278912,Civil Engineering – Environmental Geotechnology,2018,7.81,"PyTorch,SQL,Data Science,C++,Cybersecurity",2,1,1,1,2,2,50,83,1467,0.66,Baghyawati Ramaswamy,Ekantika Bose,"H.No. 330, Ratti Road, New Delhi 698287"
7918,Oscar Pandya,Female,2005-04-09,qacharya@example.org,01693682665,Civil Engineering – Environmental Geotechnology,2018,9.33,"Deep Learning,Cybersecurity,Python,C++,Machine Learning",5,1,1,1,3,0,50,64,1255,0.8,Aarnav Chadha,Ekanta Dhaliwal,"58/36
Chopra Ganj
Narasaraopet 926175"
7919,Yash Chaudry,Male,2002-07-11,mammenmatthew@example.org,3292895970,Civil Engineering – Environmental Geotechnology,2018,9.11,"TensorFlow,DevOps,Deep Learning,Kubernetes,Cybersecurity",0,3,1,0,3,0,100,2,1970,0.48,Vasana Deol,Chaitaly Dayal,"51
Sankaran Road, Avadi-996243"
7920,Abhimanyu Verma,Male,2006-10-28,subramaniamekaraj@example.com,+913937675220,Civil Engineering – Environmental Geotechnology,2018,6.66,"Data Science,Java,React,NodeJS,Deep Learning",2,1,0,1,1,2,90,41,1392,0.47,Neelima Varty,Amrita Raju,"66/087, Pillai Street, Madhyamgram-154879"
7921,Timothy Sem,Female,2002-09-20,nadkarniekaja@example.com,02275111145,Civil Engineering – Construction Technology,2018,8.04,"TensorFlow,DevOps,Docker,React,SQL",5,1,1,3,3,1,98,45,1906,0.53,Udyati Balasubramanian,Ekiya Sahota,"H.No. 83
Balakrishnan Road, Ujjain-119863"
7922,Ekta Ramakrishnan,Male,2008-01-07,orinder99@example.com,08473937959,Civil Engineering – Construction Technology,2018,9.78,"IoT,Blockchain,Deep Learning,Kubernetes,React",1,0,1,1,1,2,75,51,1316,0.65,Zilmil Chaudhary,Aashi Mitra,"H.No. 692, Ram Ganj, Bardhaman-569045"
7923,Dev Ramaswamy,Female,2008-01-15,rbalasubramanian@example.org,01447405085,Civil Engineering – Construction Technology,2018,9.27,"Java,SQL,DevOps,TensorFlow,Cloud Computing",2,3,2,2,4,1,70,5,1383,0.8,Daksh Bail,Pratyush Chauhan,"H.No. 38, Gade Path
Ahmedabad 022514"
7924,Qasim Ghose,Male,2004-05-15,dayitachawla@example.com,7622473993,Civil Engineering – Construction Technology,2018,8.94,"DevOps,Machine Learning,Blockchain,Kubernetes,Java",5,2,2,0,2,1,67,71,1898,0.4,Wishi Jha,Ekani Choudhary,"H.No. 996, Shere Chowk
Malegaon 613770"
7925,Yatin Dash,Male,2007-07-21,doravivaan@example.net,2282797625,Civil Engineering – Construction Technology,2018,7.47,"Python,C++,Kubernetes,React,Cloud Computing",2,3,0,0,1,1,81,74,809,0.49,Mahika Dua,Radha Lad,"47, Munshi Circle
Shivpuri-328811"
7926,Xalak Kaur,Male,2003-01-25,qpanchal@example.net,+919880361941,Civil Engineering – Construction Technology,2018,8.52,"Java,Cloud Computing,Blockchain,NodeJS,IoT",2,0,2,2,0,1,53,65,1814,0.64,Panini Bera,Hiral Rai,"86
Malhotra Road
Tumkur 035642"
7927,Ekantika Aggarwal,Female,2005-02-22,darsh90@example.org,+913823912072,Civil Engineering – Construction Technology,2018,8.19,"Machine Learning,Cloud Computing,NodeJS,Blockchain,Docker",1,0,2,1,3,1,69,38,1623,0.63,Divya Madan,Divya Soman,"157, Sama Ganj, Hapur-681796"
7928,Eta Sankaran,Female,2002-10-14,bhallaaashi@example.com,06049406255,Civil Engineering – Construction Technology,2018,7.47,"Machine Learning,Blockchain,Docker,Kubernetes,Cloud Computing",1,2,0,3,1,2,71,100,1174,0.36,Aarav Brahmbhatt,Sai Johal,"H.No. 130
Ganguly Circle
Kochi 422166"
7929,Sarthak Bava,Female,2005-02-05,ekantika91@example.com,+918529270879,Civil Engineering – Construction Technology,2018,7.16,"C++,Blockchain,React,NodeJS,Cybersecurity",1,1,2,3,1,0,82,92,2019,0.41,Leena Khurana,Siya Barman,"H.No. 486
Batra Road, Tezpur-286513"
7930,Upma Chaudhari,Male,2007-01-14,qrout@example.org,04101119357,Civil Engineering – Construction Technology,2018,6.57,"SQL,Data Science,NodeJS,React,Linux",1,2,1,0,4,1,54,98,838,0.33,Robert Kadakia,Sudiksha Saini,"90/117
Apte Chowk
Kamarhati-424420"
7931,Zayyan Pillay,Female,2002-07-14,chatura15@example.org,04448466879,Civil Engineering – Construction Technology,2018,9.36,"Linux,Machine Learning,PyTorch,Java,Cybersecurity",5,0,1,3,0,2,68,5,1864,0.66,Onkar Chhabra,Yashasvi Bora,"86, Magar Zila, Khandwa-062945"
7932,Hemani Grewal,Female,2004-06-14,parth83@example.org,05109077296,Civil Engineering – Construction Technology,2018,6.68,"C++,AWS,Machine Learning,DevOps,Cloud Computing",4,2,1,1,3,0,50,52,1951,0.55,Pallavi Patil,Andrew Bedi,"H.No. 092
Saxena Path, Sagar-945661"
7933,Eesha Din,Female,2006-03-16,reddysamuel@example.com,00682661264,Civil Engineering – Construction Technology,2018,8.07,"Docker,TensorFlow,React,DevOps,Linux",0,2,2,3,1,0,82,100,1112,0.66,Jyoti Madan,Tamanna Thakur,"H.No. 16, Yadav Ganj, Bilaspur-058611"
7934,Upadhriti Peri,Male,2002-11-12,ekajashenoy@example.com,5532014191,Civil Engineering – Construction Technology,2018,7.98,"AWS,DevOps,C++,Machine Learning,IoT",3,2,2,0,3,1,94,4,1094,0.94,Ekapad Wable,Samaksh Nazareth,"62, Saha Marg, Sasaram 630911"
7935,Indira Dugar,Female,2002-08-06,zachariafiyaz@example.org,+913059506884,Civil Engineering – Construction Technology,2018,6.75,"IoT,Data Science,Docker,Kubernetes,PyTorch",0,1,2,3,2,1,60,2,1333,0.93,Niharika Deshmukh,Abeer Salvi,"448
Puri Road, Vadodara-867802"
7936,Nimrat Halder,Female,2005-10-21,yashasvimistry@example.com,06241910156,Civil Engineering – Construction Technology,2018,8.35,"Deep Learning,Java,PyTorch,Machine Learning,Python",5,2,2,0,1,2,84,64,1887,0.8,Udant Palla,Aarnav Sachdev,"260
Sampath Circle, Sonipat 447762"
7937,Anika Ben,Female,2005-08-28,ljoshi@example.org,+919064203072,Civil Engineering – Construction Technology,2018,7.12,"Data Science,SQL,Linux,Python,AWS",0,3,2,3,1,0,50,51,2043,0.67,Hema Subramanian,Ryan Chaudhary,"20, Comar
Dhanbad-261958"
7938,Abha Dar,Male,2002-04-11,omya25@example.net,+910784900329,Civil Engineering – Construction Technology,2018,6.01,"Deep Learning,Machine Learning,TensorFlow,PyTorch,Cloud Computing",5,0,0,1,4,1,88,60,1165,0.85,Suhani Ganguly,Urvi Kale,"946
Dasgupta Marg
Kalyan-Dombivli 329430"
7939,Bishakha Walia,Male,2005-02-19,vasatikakhare@example.com,09794207822,Civil Engineering – Construction Technology,2018,7.3,"Machine Learning,Cybersecurity,Java,IoT,Data Science",5,3,2,1,3,0,77,55,1273,0.34,Hardik Bir,Chandran Prabhakar,"H.No. 025
Kala Marg, Dharmavaram-648260"
7940,Thomas Sharma,Female,2003-03-27,pkannan@example.org,9022898603,Civil Engineering – Construction Technology,2018,9.7,"Cloud Computing,Deep Learning,DevOps,Java,PyTorch",0,3,2,2,4,2,73,20,1132,0.93,Ekansh Tak,Rachita Madan,"33, Ramesh Nagar, Pondicherry-539200"
7941,Udyati Suresh,Female,2008-02-19,harshmallick@example.org,08809833828,Civil Engineering – Construction Technology,2018,9.23,"SQL,Java,Linux,Machine Learning,Python",1,2,1,1,1,2,74,50,2078,0.32,Luke Pillay,Bahadurjit Dalal,"31, Bhatti Zila
Bikaner-143206"
7942,Kashish Gopal,Female,2003-10-28,traghavan@example.net,2428436758,Civil Engineering – Construction Technology,2018,7.42,"Blockchain,Cybersecurity,SQL,Linux,Java",1,2,2,3,2,0,67,13,1351,0.44,Mitali Verma,Adya Anne,"97/17, Patil, Chandigarh-349593"
7943,Bhavika Salvi,Male,2002-08-27,qadimuppal@example.com,8900029913,Civil Engineering – Construction Technology,2018,6.2,"Linux,Docker,Python,AWS,React",0,3,0,1,4,0,67,83,1029,0.64,Chatresh Iyengar,Anya Koshy,"01/153
Ranganathan Nagar, Bangalore 440607"
7944,Yug Prabhakar,Male,2006-11-20,maharajmeera@example.net,05364394736,Civil Engineering – Construction Technology,2018,6.57,"AWS,Kubernetes,React,NodeJS,Linux",1,3,0,2,0,1,79,51,2035,0.86,Aachal Malhotra,Wyatt Tata,"605, Naidu Marg, Saharsa 150703"
7945,Pushti Vora,Female,2005-03-02,fprabhu@example.org,5488587566,Civil Engineering – Construction Technology,2018,8.91,"Data Science,PyTorch,Linux,DevOps,Deep Learning",5,3,0,3,0,0,50,18,1254,0.82,Faris Atwal,Devika Bhakta,"39, Hans Circle, Purnia-748211"
7946,Kalpit Chanda,Male,2002-05-28,kotaanya@example.net,01432523903,Civil Engineering – Construction Technology,2018,9.76,"DevOps,Docker,Blockchain,TensorFlow,Kubernetes",3,3,0,0,1,1,73,76,1783,0.51,Laksh Kakar,Vrinda Gera,"347, Nagarajan Chowk, Bhiwandi-515581"
7947,Lekha Ghosh,Female,2003-02-12,sethichaaya@example.org,06879078386,Civil Engineering – Construction Technology,2018,8.34,"Java,Blockchain,SQL,Linux,AWS",0,3,1,3,4,0,80,49,1007,0.72,Balendra Palla,Kalpit Issac,"40/213
Andra Ganj, Jalandhar-569508"
7948,Jalsa Shanker,Male,2007-07-10,lalaarunima@example.com,+918402398384,Civil Engineering – Construction Technology,2018,6.95,"C++,NodeJS,Docker,Kubernetes,IoT",3,2,0,1,0,0,64,5,1785,0.57,Yahvi Nagi,Kamala Bansal,"31/542
Murthy Ganj
Orai-930209"
7949,Warinder Kalla,Female,2007-06-23,kamyadash@example.org,3105319370,Civil Engineering – Construction Technology,2018,7.89,"Data Science,Cloud Computing,React,Blockchain,AWS",5,0,0,1,1,2,61,56,2011,0.87,Ijaya Uppal,Theodore Wason,"54/71
Kanda
Chittoor-000868"
7950,Urmi Kala,Female,2007-07-08,gouryashawini@example.org,1910459853,Civil Engineering – Construction Technology,2018,6.25,"TensorFlow,Kubernetes,Machine Learning,DevOps,Deep Learning",2,1,2,2,4,1,87,41,2199,0.85,Idika Sachdev,Jairaj Uppal,"14
Rout Street, Munger-416413"
7951,Januja Madan,Male,2004-08-31,ranveerkrish@example.org,00646721970,Civil Engineering – Construction Technology,2018,7.64,"Blockchain,Linux,IoT,Java,Cloud Computing",4,3,1,2,2,2,84,100,1658,0.65,Reyansh Parsa,Falak Balakrishnan,"96/711
Sangha Road
Narasaraopet 724124"
7952,Leela Mani,Female,2004-11-10,jshetty@example.net,04679939357,Civil Engineering – Construction Technology,2018,9.48,"Linux,Cybersecurity,PyTorch,SQL,Cloud Computing",0,2,0,3,0,2,98,4,912,0.41,Aarush Jain,Gautami Vala,"509
Grewal Ganj
Jalandhar-536580"
7953,Gaurang Memon,Female,2002-07-10,liamkalla@example.com,+917013447744,Civil Engineering – Construction Technology,2018,8.26,"Deep Learning,AWS,Cloud Computing,TensorFlow,Kubernetes",4,0,1,1,3,0,61,65,1148,0.49,Gaurang Sandal,Naksh Kunda,"H.No. 12
Kale Street
Nellore 274258"
7954,Gauri Sami,Female,2003-02-03,ganesankritika@example.org,4319940579,Civil Engineering – Construction Technology,2018,7.67,"Python,Data Science,Blockchain,Docker,Deep Learning",5,1,1,1,1,2,75,34,2200,0.56,Imaran Bahri,Sanaya Aggarwal,"67/008, Ramachandran, Visakhapatnam 167352"
7955,Dipta Mann,Male,2003-10-20,jacobsem@example.net,09404316102,Civil Engineering – Construction Technology,2018,6.2,"Deep Learning,Kubernetes,IoT,Data Science,TensorFlow",0,2,0,3,4,0,96,92,1769,0.69,Krish Goswami,Falguni Bakshi,"13/358
Aurora Circle
Singrauli-458403"
7956,Arya Mistry,Female,2002-09-02,cbansal@example.com,+919342758246,Civil Engineering – Construction Technology,2018,8.33,"Kubernetes,Cybersecurity,DevOps,Cloud Computing,TensorFlow",5,0,2,0,1,0,78,82,1936,0.55,Rishi Bhakta,Dalaja Kaur,"55/847, Narang Road
Karnal 809698"
7957,Charvi Sarraf,Male,2002-09-26,pradhansara@example.org,4245733996,Civil Engineering – Construction Technology,2018,9.48,"Cybersecurity,Blockchain,Data Science,Linux,Cloud Computing",5,0,0,2,0,1,95,95,1508,0.63,Nakul Bhatia,Rudra Om,"H.No. 097, Swamy Chowk
Medininagar-539611"
7958,Ekapad Ram,Male,2008-01-27,cnayak@example.net,6043153236,Civil Engineering – Construction Technology,2018,7.8,"Cloud Computing,DevOps,C++,Linux,Cybersecurity",2,3,1,3,3,1,89,70,1030,0.79,Naksh Kadakia,Ekansh Krish,"84/032
Kala Chowk, Buxar 201624"
7959,Kritika Ramakrishnan,Male,2002-04-24,tristannagarajan@example.com,08981468200,Civil Engineering – Construction Technology,2018,7.18,"Data Science,Java,PyTorch,DevOps,NodeJS",3,0,0,2,1,2,53,92,2018,0.73,Jagrati Shan,Chasmum Sarma,"H.No. 092, Pathak Circle
Hospet 358706"
7960,Jagat Subramaniam,Male,2002-08-31,advaiththaman@example.com,+914988198739,Civil Engineering – Construction Technology,2018,9.54,"Cloud Computing,Linux,Cybersecurity,React,Java",5,2,1,3,3,1,52,91,2069,0.76,Vasatika Bumb,Ekbal Dhar,"24/383, Deshpande Nagar
Tinsukia-165866"
7961,Vrishti Gopal,Male,2008-03-14,wakeeta61@example.org,07297619504,Civil Engineering – Construction Technology,2018,7.14,"Deep Learning,Blockchain,IoT,AWS,DevOps",2,3,2,3,3,2,83,16,1225,0.3,Samaksh Chahal,Balvan Mammen,"H.No. 260, Mangat Zila, Patiala-840464"
7962,Rehaan Chawla,Female,2005-08-25,eesha67@example.net,05859824591,Civil Engineering – Construction Technology,2018,8.13,"Python,Cloud Computing,Cybersecurity,PyTorch,React",4,3,1,3,4,2,93,79,1256,0.54,Balhaar Madan,Chasmum Luthra,"H.No. 04
Aggarwal Road, Buxar 226265"
7963,Bhavna Bhalla,Female,2002-08-21,vdasgupta@example.org,+916010790169,Civil Engineering – Construction Technology,2018,6.95,"Blockchain,Linux,Python,AWS,SQL",1,1,2,1,3,0,64,65,1807,0.92,Ayush Loke,Hemang Sibal,"H.No. 778, Gera Marg, Aurangabad 007990"
7964,Gagan Bakshi,Male,2007-06-23,imodi@example.com,05142565003,Civil Engineering – Construction Technology,2018,7.94,"PyTorch,IoT,Linux,AWS,Docker",5,2,0,2,4,1,64,9,1140,0.45,Hitesh Samra,Ekaja Sabharwal,"28/42
Saha Street, Adoni 303634"
7965,Chanchal Soman,Male,2002-06-11,anarayanan@example.com,+910904307177,Civil Engineering – Construction Technology,2018,8.41,"Cybersecurity,React,TensorFlow,Docker,Deep Learning",0,2,2,2,2,2,78,61,1051,0.57,Ekantika Sunder,Chandani Baria,"070, Bhattacharyya Circle
Hajipur 187622"
7966,Sanaya Choudhury,Female,2005-04-04,revabera@example.net,4156828448,Civil Engineering – Construction Technology,2018,9.38,"Java,DevOps,Cybersecurity,Python,AWS",0,2,0,3,0,2,75,5,1620,0.73,Alka Chahal,Wishi Rai,"02
Lad Street
Davanagere-267174"
7967,Yochana Purohit,Male,2004-08-17,sara96@example.com,0910655727,Civil Engineering – Construction Technology,2018,6.29,"React,Java,Linux,Machine Learning,C++",4,2,1,1,1,0,97,41,1833,0.77,Mason Dayal,Yadavi Shenoy,"992, Misra Marg, Kakinada-197114"
7968,Joshua Rana,Male,2004-07-17,zmajumdar@example.org,+918275436857,Civil Engineering – Construction Technology,2018,8.49,"SQL,Blockchain,Java,TensorFlow,Docker",5,3,0,2,1,1,65,48,841,0.9,Balendra Garg,Utkarsh Prabhu,"27/38
Yohannan Path, Uluberia-039994"
7969,Omaja Chatterjee,Male,2005-01-12,jsura@example.net,4816965792,Civil Engineering – Construction Technology,2018,7.1,"IoT,PyTorch,Java,Kubernetes,Blockchain",1,3,2,0,0,1,93,25,972,0.77,Meera Krish,Indrajit Merchant,"018, Mistry Nagar, Burhanpur 908222"
7970,Omya Sharaf,Male,2005-10-05,anikachand@example.org,+911165029202,Civil Engineering – Construction Technology,2018,8.75,"React,Machine Learning,SQL,Linux,Java",5,3,1,1,0,2,52,60,1324,0.47,Ekalinga Chacko,Michael Master,"839
Sawhney Circle, Patiala 239332"
7971,Harsh Iyer,Male,2003-09-27,aaravnarain@example.com,+911923857187,Civil Engineering – Construction Technology,2018,8.38,"PyTorch,Data Science,Linux,Docker,React",5,3,0,3,0,1,68,94,806,0.89,Ayush Biswas,Siya Lad,"13
Kale Path
Ajmer-713358"
7972,Hardik Karan,Female,2005-07-08,max59@example.org,8642995841,Civil Engineering – Construction Technology,2018,8.41,"TensorFlow,Deep Learning,Kubernetes,Cybersecurity,Cloud Computing",0,2,2,2,2,2,55,39,1606,0.45,Anita Bansal,Rehaan Merchant,"71/94
Chandra Path, Sirsa-279320"
7973,Tanmayi Garde,Male,2004-04-07,wgala@example.com,00930490996,Civil Engineering – Construction Technology,2018,7.6,"PyTorch,Linux,SQL,Deep Learning,C++",4,0,2,3,3,1,90,78,1695,0.75,Isha Khare,Peter Nagi,"H.No. 56, Mishra Marg
Narasaraopet 758269"
7974,Sai Nazareth,Male,2006-06-05,jnair@example.org,04664137897,Civil Engineering – Construction Technology,2018,7.56,"Docker,Blockchain,TensorFlow,AWS,React",2,3,0,0,2,1,55,73,989,0.34,Unnati Dash,Naksh Parmar,"35/523
Naik Path, Nadiad-459925"
7975,Tanvi Master,Female,2006-10-02,ishita36@example.com,4563650084,Civil Engineering – Construction Technology,2018,7.06,"Java,Docker,IoT,SQL,Cybersecurity",4,0,2,3,1,1,53,24,1663,0.9,Ekta Solanki,Warhi Varma,"793, Chandra Zila, Bhiwani 611614"
7976,Balhaar Arora,Male,2003-11-01,falgunikamdar@example.org,00767104652,Civil Engineering – Construction Technology,2018,7.39,"Java,Deep Learning,Linux,Python,AWS",1,1,1,2,4,1,100,42,919,0.82,Yashodhara Varty,Dayamai Borah,"01/36
Devi Circle, Singrauli-525673"
7977,Madhav Talwar,Male,2003-06-30,gsem@example.org,06562784471,Civil Engineering – Construction Technology,2018,9.48,"Cybersecurity,Blockchain,Kubernetes,C++,Docker",3,2,2,0,0,0,51,99,1568,0.61,Garima Khalsa,Manan Sodhi,"33/79
Sankaran Marg
Kishanganj 643027"
7978,Falguni Merchant,Male,2005-03-08,anazareth@example.net,0520175283,Civil Engineering – Construction Technology,2018,7.63,"IoT,Linux,C++,Cybersecurity,Blockchain",4,2,2,2,0,2,57,96,1594,0.42,Ekapad Raju,Qadim Saxena,"H.No. 514
Gaba Circle, Madhyamgram 121847"
7979,Azaan Gulati,Female,2003-05-16,zehaanpalan@example.org,1489133790,Civil Engineering – Construction Technology,2018,9.15,"DevOps,Linux,Deep Learning,NodeJS,Cybersecurity",2,3,0,0,4,0,82,21,1329,0.55,Upasna Dixit,Jagdish Kibe,"230
Agrawal Chowk, Tadipatri-029032"
7980,Tara Setty,Male,2006-07-18,garimasathe@example.org,0118255457,Civil Engineering – Construction Technology,2018,9.32,"Java,DevOps,Cloud Computing,SQL,AWS",2,1,0,1,3,0,92,81,2022,0.39,Ekbal Sangha,Jonathan Srivastava,"34/34
D’Alia Street, Tiruchirappalli 322333"
7981,Isha Sankaran,Male,2003-05-09,mangatnihal@example.org,+919321995655,Civil Engineering – Construction Technology,2018,6.17,"React,Cybersecurity,Kubernetes,IoT,SQL",5,2,0,2,2,2,83,51,2032,0.9,Aishani Pau,Shravya Bhatia,"50/764, Chowdhury Nagar, Vadodara-054015"
7982,Wazir Narayan,Female,2005-07-11,tamannakhatri@example.com,4430923204,Civil Engineering – Construction Technology,2018,8.73,"Cybersecurity,DevOps,C++,Kubernetes,IoT",2,1,2,1,3,1,81,43,1862,0.32,Harsh Sibal,Pallavi Peri,"H.No. 57
Korpal Path
Udaipur 342795"
7983,Mahika Radhakrishnan,Male,2004-12-29,skhanna@example.net,03188215341,Civil Engineering – Construction Technology,2018,7.08,"Machine Learning,PyTorch,Data Science,AWS,Linux",5,1,0,1,0,2,64,77,2118,0.77,Charvi Swamy,Warhi Kala,"61/622
Bhatia Zila, Aurangabad 686486"
7984,Shaurya Lata,Male,2004-07-09,vpai@example.net,+917598690346,Civil Engineering – Construction Technology,2018,8.37,"DevOps,Cybersecurity,React,Cloud Computing,Java",5,0,0,0,1,1,65,73,1964,0.41,Abhimanyu Pillai,Vidhi Kapur,"08/94
Bera Chowk
Kollam 845052"
7985,Kashvi Sachdev,Male,2005-04-14,bhavna63@example.com,+918307710789,Civil Engineering – Construction Technology,2018,6.67,"Java,PyTorch,NodeJS,Data Science,DevOps",3,2,0,1,1,2,91,46,1223,0.61,Jagrati Thaman,Gopal Khurana,"17/106, Mannan Circle
Agartala 699934"
7986,Jacob Hayre,Male,2003-10-02,kauljacob@example.org,+915578367086,Civil Engineering – Construction Technology,2018,7.6,"Java,Linux,C++,AWS,Docker",0,2,2,0,0,0,78,84,1257,0.85,Hamsini Bhasin,Yauvani Pandey,"66/92, Prasad Marg, Guntakal-805962"
7987,Kalpit Mitter,Female,2002-05-16,alkaghosh@example.org,1594744580,Civil Engineering – Construction Technology,2018,6.8,"C++,React,Java,IoT,Blockchain",0,3,0,3,1,1,84,42,1284,0.69,Veer Sami,Siya Sodhi,"75/529, Ganguly Marg, Faridabad 981997"
7988,Vinaya Hans,Male,2003-06-15,ypadmanabhan@example.com,+918444835996,Civil Engineering – Construction Technology,2018,7.87,"C++,React,Kubernetes,SQL,IoT",1,1,0,0,2,0,69,86,1000,0.56,Utkarsh Dhaliwal,Zarna Sandal,"63/796, Konda Ganj, Lucknow-808346"
7989,Luke Nanda,Male,2007-06-09,qtank@example.com,7839800586,Civil Engineering – Construction Technology,2018,9.17,"NodeJS,Docker,Data Science,SQL,Python",0,1,0,2,2,1,50,28,1101,0.82,Rajeshri Gokhale,Vinaya Mody,"484, Dyal Road, Pimpri-Chinchwad 471193"
7990,Lakshmi Mallick,Female,2005-05-05,fborah@example.org,4508474736,Civil Engineering – Construction Technology,2018,8.1,"Java,NodeJS,C++,Blockchain,Python",3,1,2,1,4,1,89,22,800,0.54,Udarsh Menon,Ekiya Chopra,"H.No. 85
Chaudhary Ganj
Anand-148244"
7991,Bhavna Subramanian,Female,2003-03-01,hray@example.net,+916072852343,Civil Engineering – Construction Technology,2018,7.93,"Data Science,C++,Kubernetes,Blockchain,SQL",5,0,0,3,1,0,91,73,825,0.52,Liam Swamy,Yash Madan,"H.No. 25
Deshpande Nagar
Danapur 230848"
7992,Urishilla Iyer,Male,2002-05-07,triya96@example.org,02614862212,Civil Engineering – Construction Technology,2018,8.33,"Deep Learning,Linux,Docker,Data Science,NodeJS",0,3,0,1,0,0,97,1,1512,0.64,Tarak Raman,Adweta Srivastava,"518, Johal Marg
North Dumdum-153496"
7993,Yadavi Peri,Female,2008-03-02,fkannan@example.org,06028572063,Civil Engineering – Construction Technology,2018,7.1,"Linux,C++,PyTorch,Docker,IoT",2,3,2,0,4,2,61,6,1791,0.4,Yug Wason,Vanya Mangat,"H.No. 32
Chakrabarti Street, Ratlam-235226"
