Year,StudentID,Name,Branch,CGPA,Skills,Company,Package,Status,Placed_Date,Backlogs,Attendance,Hackathons,Sports,Papers,Conferences,Internships,Clubs,Semester,Maths,DSA,OS,DBMS,AI,Student_Rank,Min_Rank_For_Interview,Placement_Probability_%,Resume_Score,Eligible_For_Interview
2017,2017_S834,Student_3234,ECE,8.63,"SQL, Python, Artificial Intelligence",Infosys BPM,2339242,Rejected,,1,75,2,0,1,2,2,0,5,78,78,92,95,91,136,4,87.3,38,FALSE
2017,2017_S835,Student_3235,AI,6.25,"Java, Data Analytics, Cyber Security",LTIMindtree,1430249,Placed,5/13/2017,1,86,0,0,0,0,0,1,2,64,55,55,55,71,19,4,57.5,3,TRUE
2017,2017_S835,Student_3235,AI,6.25,"Java, Data Analytics, Cyber Security",Zensar Technologies,1385052,Placed,12/10/2017,0,76,3,0,1,2,1,1,3,58,71,59,67,55,404,4,65.5,40,FALSE
2017,2017_S836,Student_3236,AI,8.67,"Artificial Intelligence, Web Development, Cloud Computing",NVIDIA India,2328978,Rejected,,1,79,2,0,1,1,2,1,5,80,85,95,90,82,152,4,87.7,37,FALSE
2017,2017_S836,Student_3236,AI,8.67,"Artificial Intelligence, Web Development, Cloud Computing",Zoho,2150642,Placed,12/20/2017,0,86,0,1,2,2,2,2,8,86,78,91,90,79,183,6,92.7,42,FALSE
2017,2017_S837,Student_3237,MECH,7.82,"Python, Cyber Security, Data Analytics",PolicyBazaar,1138628,Placed,8/14/2017,0,96,0,1,1,0,2,0,3,81,84,87,75,75,112,4,84.2,20,FALSE
2017,2017_S837,Student_3237,MECH,7.82,"Python, Cyber Security, Data Analytics",Flipkart,843708,Rejected,,0,84,1,0,1,1,2,3,3,68,81,79,70,75,360,4,84.2,38,FALSE
2017,2017_S838,Student_3238,DS,8.29,"Artificial Intelligence, Data Analytics, Machine Learning",Mindtree,424283,Placed,5/16/2017,0,93,1,2,2,1,0,2,4,85,84,76,82,73,448,4,82.9,31,FALSE
2017,2017_S838,Student_3238,DS,8.29,"Artificial Intelligence, Data Analytics, Machine Learning",Tech Mahindra,2627613,Rejected,,1,90,2,1,0,1,2,3,8,77,91,80,82,87,148,3,83.9,35,FALSE
2017,2017_S839,Student_3239,AI,9.48,"Data Analytics, Cyber Security, Java",Bosch India,2611354,Rejected,,0,80,3,2,0,2,1,1,3,95,95,95,93,95,436,4,97.8,32,FALSE
2017,2017_S839,Student_3239,AI,9.48,"Data Analytics, Cyber Security, Java",Bosch India,442298,Attended,,1,96,2,2,1,1,0,0,1,87,95,95,88,95,29,4,89.8,22,TRUE
2017,2017_S840,Student_3240,ECE,6.18,"Web Development, Machine Learning, Artificial Intelligence",Google India,2643179,Placed,7/2/2017,0,95,0,1,2,0,0,2,8,63,59,71,71,71,414,4,61.8,22,FALSE
2017,2017_S840,Student_3240,ECE,6.18,"Web Development, Machine Learning, Artificial Intelligence",Accenture India,337117,Placed,6/23/2017,0,82,2,0,1,0,2,0,5,57,55,71,68,67,300,4,67.8,30,FALSE
2017,2017_S841,Student_3241,CIVIL,7.21,"Java, Cloud Computing, Python",Qualcomm India,488349,Placed,4/13/2017,0,97,0,2,0,2,1,1,2,80,77,82,79,69,359,4,75.1,17,FALSE
2017,2017_S841,Student_3241,CIVIL,7.21,"Java, Cloud Computing, Python",NVIDIA India,1355230,Attended,,0,96,3,1,2,2,1,0,8,75,66,81,70,74,33,4,75.1,45,TRUE
2017,2017_S842,Student_3242,AI,6.02,"Artificial Intelligence, Web Development, Cyber Security",Tata Elxsi,2520471,Attended,,0,94,3,1,2,1,0,0,6,58,55,55,62,55,443,4,60.2,35,FALSE
2017,2017_S842,Student_3242,AI,6.02,"Artificial Intelligence, Web Development, Cyber Security",Bharat Electronics,1192078,Attended,,1,80,0,1,0,1,1,2,4,56,68,61,65,65,117,4,58.2,16,FALSE
2017,2017_S843,Student_3243,ECE,7.77,"Java, Data Analytics, DevOps",Indian Oil Corporation,2161591,Placed,2/3/2017,0,76,2,1,0,1,2,1,8,83,70,83,68,77,407,4,83.7,29,FALSE
2017,2017_S843,Student_3243,ECE,7.77,"Java, Data Analytics, DevOps",Havells,1223864,Attended,,0,77,1,2,1,0,2,2,1,81,85,87,83,71,5,4,83.7,31,TRUE
2017,2017_S844,Student_3244,MECH,8.15,"Machine Learning, Web Development, DevOps",Qualcomm India,1748951,Placed,8/7/2017,1,75,0,0,2,0,1,0,1,88,91,73,73,79,269,4,79.5,22,FALSE
2017,2017_S844,Student_3244,MECH,8.15,"Machine Learning, Web Development, DevOps",Intel India,2675948,Placed,11/16/2017,0,96,0,1,1,2,0,2,7,75,76,85,82,86,391,4,81.5,22,FALSE
2017,2017_S845,Student_3245,ECE,8.93,"Data Analytics, Artificial Intelligence, Cloud Computing",Swiggy,1713209,Placed,10/13/2017,0,80,2,0,0,1,0,1,4,80,91,95,95,92,281,4,89.3,17,FALSE
2017,2017_S845,Student_3245,ECE,8.93,"Data Analytics, Artificial Intelligence, Cloud Computing",Zoho,376757,Rejected,,1,94,2,0,1,0,1,0,3,86,80,95,95,84,29,6,87.3,24,TRUE
2017,2017_S846,Student_3246,AI,7.06,"Cloud Computing, Cyber Security, DevOps",Razorpay,1974842,Rejected,,0,90,1,0,1,0,2,2,4,68,73,70,80,71,370,4,76.6,31,FALSE
2017,2017_S846,Student_3246,AI,7.06,"Cloud Computing, Cyber Security, DevOps",Mindtree,1811904,Placed,5/20/2017,0,86,2,2,0,1,0,0,8,78,63,69,61,67,35,4,70.6,14,TRUE
2017,2017_S847,Student_3247,MECH,7.41,"Java, Machine Learning, Cyber Security",Razorpay,2609480,Attended,,1,94,0,2,1,0,1,3,8,72,83,80,73,72,350,4,72.1,23,FALSE
2017,2017_S847,Student_3247,MECH,7.41,"Java, Machine Learning, Cyber Security",Zoho,698759,Placed,11/13/2017,0,94,1,2,1,1,0,3,4,75,84,66,68,64,66,6,74.1,26,FALSE
2017,2017_S848,Student_3248,ECE,7.24,"Python, Data Analytics, Java",Wipro,1993287,Rejected,,1,90,3,2,2,1,2,2,4,62,63,67,73,63,194,3,73.4,53,FALSE
2017,2017_S848,Student_3248,ECE,7.24,"Python, Data Analytics, Java",Mahindra & Mahindra,1045076,Rejected,,1,83,0,0,2,2,1,0,6,72,72,69,77,82,67,4,70.4,30,FALSE
2017,2017_S849,Student_3249,AI,6.59,"Python, Machine Learning, SQL",Zensar Technologies,1546511,Attended,,0,95,1,1,1,2,0,3,3,61,69,68,56,58,408,4,65.9,30,FALSE
2017,2017_S849,Student_3249,AI,6.59,"Python, Machine Learning, SQL",EY India,1162634,Rejected,,0,89,2,2,0,1,1,0,2,57,69,67,64,71,331,4,68.9,20,FALSE
2017,2017_S850,Student_3250,DS,6.19,"Java, Artificial Intelligence, Cloud Computing",Tech Mahindra,385666,Placed,5/2/2017,0,96,3,2,0,2,0,3,1,56,64,64,69,64,76,3,61.9,32,FALSE
2017,2017_S850,Student_3250,DS,6.19,"Java, Artificial Intelligence, Cloud Computing",PhonePe,1105378,Placed,4/22/2017,0,97,1,0,0,2,2,0,6,68,59,66,62,58,413,4,67.9,25,FALSE
2017,2017_S851,Student_3251,MECH,8.58,"Cloud Computing, Cyber Security, Web Development",Siemens India,1427775,Placed,2/12/2017,0,95,1,0,2,1,1,2,4,92,91,88,79,94,94,4,88.8,37,FALSE
2017,2017_S851,Student_3251,MECH,8.58,"Cloud Computing, Cyber Security, Web Development",Paytm,466234,Rejected,,0,96,0,2,0,0,2,0,8,81,87,78,82,93,325,4,91.8,12,FALSE
2017,2017_S852,Student_3252,EEE,6.6,"Data Analytics, DevOps, Java",Reliance Jio,2430586,Placed,7/1/2017,0,85,0,1,0,2,2,0,6,63,57,58,64,63,154,4,72,20,FALSE
2017,2017_S852,Student_3252,EEE,6.6,"Data Analytics, DevOps, Java",Cognizant India,1453215,Rejected,,1,95,0,1,0,1,1,0,6,59,73,72,58,57,347,4,64,10,FALSE
2017,2017_S853,Student_3253,CSE,9.01,"Artificial Intelligence, Data Analytics, Python",Mphasis,1503307,Attended,,0,82,3,2,1,2,2,2,3,95,95,84,95,81,375,4,96.1,49,FALSE
2017,2017_S853,Student_3253,CSE,9.01,"Artificial Intelligence, Data Analytics, Python",Zensar Technologies,2113743,Rejected,,0,94,3,0,1,1,1,2,7,87,90,80,82,88,214,4,93.1,39,FALSE
2017,2017_S854,Student_3254,ECE,8.35,"Artificial Intelligence, Web Development, DevOps",Cognizant India,2247188,Placed,10/17/2017,0,88,2,1,2,2,1,1,4,81,80,86,74,93,155,4,86.5,43,FALSE
2017,2017_S854,Student_3254,ECE,8.35,"Artificial Intelligence, Web Development, DevOps",TCS,1417040,Rejected,,0,85,2,1,2,2,1,0,3,74,78,75,89,92,156,3,86.5,40,FALSE
2017,2017_S855,Student_3255,IT,8.58,"DevOps, Artificial Intelligence, SQL",Tata Power,1146430,Rejected,,1,94,0,2,0,0,2,2,2,75,76,84,88,85,481,4,86.8,18,FALSE
2017,2017_S855,Student_3255,IT,8.58,"DevOps, Artificial Intelligence, SQL",Ola,2175390,Rejected,,0,98,1,1,0,0,2,0,5,86,92,76,75,84,259,4,91.8,17,FALSE
2017,2017_S856,Student_3256,IT,7.42,"Machine Learning, Cloud Computing, DevOps",Zoho,2095216,Rejected,,1,89,1,1,1,1,2,1,6,67,78,67,83,66,412,6,75.2,32,FALSE
2017,2017_S856,Student_3256,IT,7.42,"Machine Learning, Cloud Computing, DevOps",Indian Oil Corporation,1386315,Placed,2/6/2017,0,98,0,1,1,1,0,2,2,67,76,65,77,75,185,4,74.2,18,FALSE
2017,2017_S857,Student_3257,AI,6.11,"DevOps, SQL, Python",Samsung R&D India,714364,Placed,5/9/2017,0,84,3,2,2,1,1,3,1,58,65,55,58,67,53,4,64.1,50,FALSE
2017,2017_S857,Student_3257,AI,6.11,"DevOps, SQL, Python",Cognizant India,2322875,Attended,,0,83,3,0,1,1,0,2,6,55,55,67,68,55,335,4,61.1,33,FALSE
2017,2017_S858,Student_3258,ECE,6.54,"Web Development, SQL, Java",Havells,940245,Placed,5/23/2017,0,80,3,0,1,1,0,3,2,70,64,71,65,66,193,4,65.4,36,FALSE
2017,2017_S858,Student_3258,ECE,6.54,"Web Development, SQL, Java",Hexaware,1568165,Placed,3/5/2017,0,86,0,2,1,0,0,2,2,61,70,73,74,68,497,4,65.4,14,FALSE
2017,2017_S859,Student_3259,ECE,7.56,"Artificial Intelligence, Cloud Computing, Machine Learning",PhonePe,2639003,Attended,,0,79,1,1,2,2,0,2,2,74,68,82,83,85,365,4,75.6,35,FALSE
2017,2017_S859,Student_3259,ECE,7.56,"Artificial Intelligence, Cloud Computing, Machine Learning",Accenture India,2456547,Rejected,,1,87,1,1,0,2,2,2,5,82,72,85,82,67,332,4,76.6,31,FALSE
2017,2017_S860,Student_3260,ECE,6.13,"Data Analytics, Machine Learning, Cloud Computing",Tech Mahindra,1302378,Placed,2/13/2017,0,96,2,0,2,2,2,1,3,60,58,55,58,55,387,3,67.3,49,FALSE
2017,2017_S860,Student_3260,ECE,6.13,"Data Analytics, Machine Learning, Cloud Computing",Tata Elxsi,700623,Placed,7/8/2017,1,96,3,0,1,2,2,0,2,70,63,55,58,64,258,4,62.3,43,FALSE
2017,2017_S861,Student_3261,IT,9.68,"Cloud Computing, Data Analytics, Java",HCL Technologies,334111,Rejected,,0,96,3,1,1,0,0,1,8,89,91,87,95,95,3,4,96.8,26,TRUE
2017,2017_S861,Student_3261,IT,9.68,"Cloud Computing, Data Analytics, Java",Mindtree,2603921,Rejected,,0,94,1,0,0,2,0,3,4,95,91,95,87,95,189,4,96.8,22,FALSE
2017,2017_S862,Student_3262,ECE,9.57,"Machine Learning, SQL, Artificial Intelligence",Tech Mahindra,2615160,Rejected,,0,98,3,1,1,0,0,3,5,95,87,92,95,95,158,3,95.7,32,FALSE
2017,2017_S862,Student_3262,ECE,9.57,"Machine Learning, SQL, Artificial Intelligence",Zensar Technologies,340565,Placed,4/7/2017,1,83,2,0,1,1,2,1,3,94,95,90,95,90,388,4,96.7,37,FALSE
2017,2017_S863,Student_3263,IT,8.58,"Cloud Computing, Machine Learning, Java",Wipro,1428128,Attended,,0,96,3,1,1,1,0,3,1,82,95,93,85,94,369,3,85.8,36,FALSE
2017,2017_S863,Student_3263,IT,8.58,"Cloud Computing, Machine Learning, Java",Siemens India,1338734,Placed,10/3/2017,0,95,0,0,0,1,2,2,7,84,89,87,75,79,75,4,91.8,22,FALSE
2017,2017_S864,Student_3264,ECE,6.4,"Machine Learning, SQL, Cyber Security",Larsen & Toubro,1999304,Placed,10/2/2017,0,80,3,2,2,2,1,0,5,55,59,68,73,67,419,4,67,45,FALSE
2017,2017_S864,Student_3264,ECE,6.4,"Machine Learning, SQL, Cyber Security",KPMG India,2271443,Rejected,,0,76,0,0,2,1,1,1,4,71,57,72,70,69,157,4,67,29,FALSE
2017,2017_S865,Student_3265,CIVIL,7.71,"Java, Cyber Security, Data Analytics",EY India,544300,Rejected,,0,84,2,2,2,2,1,1,4,71,68,79,72,68,240,4,80.1,43,FALSE
2017,2017_S865,Student_3265,CIVIL,7.71,"Java, Cyber Security, Data Analytics",Deloitte India,450933,Rejected,,0,77,0,2,0,0,0,0,6,70,70,74,79,68,131,4,77.1,0,FALSE
2017,2017_S866,Student_3266,CSE,9.12,"SQL, Artificial Intelligence, Cloud Computing",MakeMyTrip,964729,Rejected,,1,87,0,0,2,0,2,1,6,82,86,90,81,95,303,4,92.2,31,FALSE
2017,2017_S866,Student_3266,CSE,9.12,"SQL, Artificial Intelligence, Cloud Computing",LTIMindtree,982031,Rejected,,0,84,3,1,1,1,2,3,4,82,95,87,95,84,248,4,97.2,48,FALSE
2017,2017_S867,Student_3267,MECH,6.8,"Machine Learning, Java, Web Development",Adani Group,1446602,Rejected,,0,78,0,2,1,2,0,0,5,58,68,73,68,58,76,4,68,16,FALSE
2017,2017_S867,Student_3267,MECH,6.8,"Machine Learning, Java, Web Development",Flipkart,1424232,Placed,7/11/2017,1,86,2,2,2,0,1,2,4,76,61,65,60,72,223,4,66,38,FALSE
2017,2017_S868,Student_3268,DS,9.46,"SQL, Cloud Computing, Cyber Security",KPMG India,2674785,Placed,6/8/2017,0,98,0,1,1,2,0,0,4,94,87,95,93,95,37,4,94.6,16,TRUE
2017,2017_S868,Student_3268,DS,9.46,"SQL, Cloud Computing, Cyber Security",TCS,1829278,Rejected,,0,81,1,2,0,1,0,0,5,84,95,85,90,90,356,3,94.6,9,FALSE
2017,2017_S869,Student_3269,CSE,8.19,"Data Analytics, DevOps, Python",Google India,2124382,Placed,5/12/2017,0,89,2,2,1,1,2,3,8,89,88,76,83,77,358,4,87.9,43,FALSE
2017,2017_S869,Student_3269,CSE,8.19,"Data Analytics, DevOps, Python",Freshworks,469162,Attended,,0,84,0,0,1,1,0,0,2,86,72,83,77,75,212,4,81.9,12,FALSE
2017,2017_S870,Student_3270,IT,7.94,"Java, Web Development, Artificial Intelligence",Accenture India,695771,Placed,2/11/2017,1,76,0,1,1,1,0,1,8,72,70,84,82,70,402,4,74.4,15,FALSE
2017,2017_S870,Student_3270,IT,7.94,"Java, Web Development, Artificial Intelligence",Mphasis,2773301,Placed,3/18/2017,0,96,3,2,2,0,2,2,3,82,82,87,79,76,47,4,85.4,49,FALSE
2017,2017_S871,Student_3271,DS,7.91,"SQL, Java, Machine Learning",Infosys BPM,1055584,Attended,,0,86,3,0,2,0,0,0,1,79,76,73,75,70,460,4,79.1,31,FALSE
2017,2017_S871,Student_3271,DS,7.91,"SQL, Java, Machine Learning",Bosch India,640907,Attended,,1,77,0,2,1,2,1,0,5,88,89,80,83,84,367,4,77.1,22,FALSE
2017,2017_S872,Student_3272,MECH,8.07,"Artificial Intelligence, Web Development, DevOps",Tata Power,2770319,Rejected,,0,81,0,0,0,1,1,0,1,77,77,80,84,90,264,4,83.7,10,FALSE
2017,2017_S872,Student_3272,MECH,8.07,"Artificial Intelligence, Web Development, DevOps",Infosys,2369530,Attended,,1,82,2,0,2,0,2,0,4,74,86,74,87,82,442,4,81.7,38,FALSE
2017,2017_S873,Student_3273,AI,6.91,"DevOps, Data Analytics, Cloud Computing",Flipkart,2472994,Rejected,,0,89,0,1,0,2,0,0,3,79,63,62,73,67,239,4,69.1,8,FALSE
2017,2017_S873,Student_3273,AI,6.91,"DevOps, Data Analytics, Cloud Computing",PhonePe,2399741,Attended,,0,94,3,0,0,1,1,1,5,66,67,61,63,61,181,4,72.1,28,FALSE
2017,2017_S874,Student_3274,CIVIL,8.12,"Data Analytics, Artificial Intelligence, SQL",Intel India,2452070,Placed,2/21/2017,0,82,3,1,0,0,1,2,3,86,72,84,89,90,136,4,84.2,27,FALSE
2017,2017_S874,Student_3274,CIVIL,8.12,"Data Analytics, Artificial Intelligence, SQL",Reliance Jio,621574,Rejected,,0,89,3,0,0,2,1,3,5,83,86,71,85,91,10,4,84.2,38,TRUE
2017,2017_S875,Student_3275,EEE,9.21,"Python, Machine Learning, Cloud Computing",PwC India,1050506,Placed,3/14/2017,0,88,0,2,1,2,2,2,4,82,95,95,95,93,460,4,98.1,34,FALSE
2017,2017_S875,Student_3275,EEE,9.21,"Python, Machine Learning, Cloud Computing",Deloitte India,1173002,Rejected,,0,87,1,1,2,2,0,0,1,87,84,93,95,95,239,4,92.1,29,FALSE
2017,2017_S876,Student_3276,MECH,7.5,"Java, SQL, DevOps",Capgemini India,603874,Placed,9/10/2017,0,98,2,0,2,1,0,0,1,66,73,70,76,70,110,4,75,30,FALSE
2017,2017_S876,Student_3276,MECH,7.5,"Java, SQL, DevOps",Samsung R&D India,2105166,Attended,,1,93,3,0,1,2,0,3,2,68,73,82,83,72,111,4,70,40,FALSE
2017,2017_S877,Student_3277,CSE,8.44,"Artificial Intelligence, Cyber Security, Python",DRDO Contractor,982121,Rejected,,0,96,0,1,1,1,2,3,8,77,76,90,87,90,144,4,90.4,33,FALSE
2017,2017_S877,Student_3277,CSE,8.44,"Artificial Intelligence, Cyber Security, Python",Larsen & Toubro,495507,Rejected,,0,94,0,1,1,0,2,1,4,90,81,84,84,84,72,4,90.4,23,FALSE
2017,2017_S878,Student_3278,ECE,8.85,"DevOps, Data Analytics, SQL",KPMG India,765718,Placed,11/1/2017,1,89,1,2,1,1,1,2,2,89,90,90,78,90,389,4,86.5,29,FALSE
2017,2017_S878,Student_3278,ECE,8.85,"DevOps, Data Analytics, SQL",Bosch India,956921,Rejected,,1,87,3,0,0,2,0,2,7,86,88,95,89,82,272,4,83.5,29,FALSE
2017,2017_S879,Student_3279,ECE,6.81,"Machine Learning, Web Development, Artificial Intelligence",Havells,1670530,Placed,2/3/2017,0,92,1,2,2,1,0,1,4,64,74,61,73,65,160,4,68.1,28,FALSE
2017,2017_S879,Student_3279,ECE,6.81,"Machine Learning, Web Development, Artificial Intelligence",KPMG India,1679912,Rejected,,1,78,3,1,0,0,2,0,4,61,68,75,70,64,285,4,69.1,27,FALSE
2017,2017_S880,Student_3280,MECH,6.72,"Java, Artificial Intelligence, Python",Samsung R&D India,2615632,Placed,2/11/2017,0,98,2,2,1,2,0,3,3,76,76,59,76,57,53,4,67.2,35,FALSE
2017,2017_S880,Student_3280,MECH,6.72,"Java, Artificial Intelligence, Python",Nykaa,1757931,Placed,3/18/2017,1,96,3,0,1,1,0,0,5,69,61,68,60,59,197,4,62.2,27,FALSE
2017,2017_S881,Student_3281,CSE,8.13,"SQL, Python, Java",Zomato,1325926,Placed,1/6/2017,0,87,2,2,2,0,1,0,4,86,83,85,78,88,4,4,84.3,32,TRUE
2017,2017_S881,Student_3281,CSE,8.13,"SQL, Python, Java",Amazon India,467806,Attended,,1,75,3,0,1,0,1,3,1,91,82,71,89,81,52,4,79.3,38,FALSE
2017,2017_S882,Student_3282,CSE,7.59,"Machine Learning, DevOps, Data Analytics",Ola,941800,Placed,3/23/2017,1,91,1,2,2,2,2,3,8,73,82,65,77,83,134,4,76.9,50,FALSE
2017,2017_S882,Student_3282,CSE,7.59,"Machine Learning, DevOps, Data Analytics",Freshworks,1713387,Attended,,1,85,1,0,1,2,1,3,3,69,80,65,85,84,460,4,73.9,36,FALSE
2017,2017_S883,Student_3283,ECE,8.75,"SQL, Cloud Computing, Data Analytics",Hexaware,382673,Rejected,,0,85,2,0,0,0,1,1,5,93,86,95,92,83,141,4,90.5,19,FALSE
2017,2017_S883,Student_3283,ECE,8.75,"SQL, Cloud Computing, Data Analytics",Ola,2550056,Rejected,,0,90,0,0,0,1,1,3,5,77,86,77,81,84,219,4,90.5,19,FALSE
2017,2017_S884,Student_3284,ECE,8.55,"Artificial Intelligence, Web Development, DevOps",Bharat Electronics,939157,Rejected,,0,77,3,1,0,0,1,2,8,78,87,76,90,75,28,4,88.5,27,TRUE
2017,2017_S884,Student_3284,ECE,8.55,"Artificial Intelligence, Web Development, DevOps",Wipro,1593520,Rejected,,0,89,2,0,1,2,2,1,4,81,84,82,84,84,150,3,91.5,41,FALSE
2017,2017_S885,Student_3285,AI,8.38,"Data Analytics, Java, DevOps",Mphasis,733073,Placed,8/2/2017,0,84,3,2,0,2,2,0,1,93,87,89,85,89,408,4,89.8,35,FALSE
2017,2017_S885,Student_3285,AI,8.38,"Data Analytics, Java, DevOps",Cognizant India,949307,Rejected,,0,94,3,2,1,1,2,1,8,81,93,77,82,83,165,4,89.8,42,FALSE
2017,2017_S886,Student_3286,AI,8.38,"Artificial Intelligence, DevOps, Machine Learning",Tata Power,695380,Rejected,,0,96,1,2,1,1,2,3,2,93,89,93,92,92,462,4,89.8,38,FALSE
2017,2017_S886,Student_3286,AI,8.38,"Artificial Intelligence, DevOps, Machine Learning",Bosch India,2117389,Rejected,,0,76,0,0,2,0,1,1,3,82,89,82,81,88,175,4,86.8,25,FALSE
2017,2017_S887,Student_3287,CSE,8.83,"Data Analytics, Cloud Computing, Web Development",Harman India,2022341,Placed,6/19/2017,0,86,1,0,2,0,2,3,2,95,82,82,84,90,209,4,94.3,42,FALSE
2017,2017_S887,Student_3287,CSE,8.83,"Data Analytics, Cloud Computing, Web Development",Capgemini India,1764308,Rejected,,0,91,1,2,1,0,0,1,3,95,95,89,95,83,444,4,88.3,16,FALSE
2017,2017_S888,Student_3288,AI,7.23,"Machine Learning, Cloud Computing, Data Analytics",Tech Mahindra,1522178,Rejected,,0,84,2,1,2,0,2,0,6,66,70,78,71,81,8,3,78.3,38,TRUE
2017,2017_S888,Student_3288,AI,7.23,"Machine Learning, Cloud Computing, Data Analytics",ISRO Contractor,1452849,Placed,5/19/2017,0,94,1,0,2,0,1,3,8,74,62,79,81,67,489,4,75.3,36,FALSE
2017,2017_S889,Student_3289,EEE,7.31,"Web Development, Cyber Security, Artificial Intelligence",Razorpay,523626,Rejected,,0,98,0,0,1,1,1,2,7,76,68,71,74,67,172,4,76.1,24,FALSE
2017,2017_S889,Student_3289,EEE,7.31,"Web Development, Cyber Security, Artificial Intelligence",PolicyBazaar,2607856,Attended,,1,87,0,1,2,2,0,3,2,76,70,79,72,67,123,4,68.1,33,FALSE
2017,2017_S890,Student_3290,CIVIL,8.82,"Machine Learning, SQL, Python",NVIDIA India,1242302,Rejected,,0,91,3,0,1,0,0,3,1,85,86,81,80,92,484,4,88.2,32,FALSE
2017,2017_S890,Student_3290,CIVIL,8.82,"Machine Learning, SQL, Python",Persistent Systems,2791231,Placed,5/18/2017,0,91,2,0,2,1,1,1,3,85,78,78,78,95,280,4,91.2,39,FALSE
2017,2017_S891,Student_3291,MECH,7,"Cyber Security, Java, Web Development",Accenture India,2725485,Rejected,,1,77,3,0,2,1,0,0,5,77,68,60,72,80,12,4,65,35,TRUE
2017,2017_S891,Student_3291,MECH,7,"Cyber Security, Java, Web Development",PwC India,1865831,Rejected,,0,83,0,0,2,2,0,3,2,69,62,80,75,80,319,4,70,33,FALSE
2017,2017_S892,Student_3292,EEE,7.64,"DevOps, Java, Cloud Computing",Freshworks,2158126,Placed,12/2/2017,0,83,3,2,1,2,1,0,3,82,66,69,75,76,341,4,79.4,37,FALSE
2017,2017_S892,Student_3292,EEE,7.64,"DevOps, Java, Cloud Computing",Wipro,913667,Rejected,,0,93,0,0,1,1,0,2,8,81,75,74,68,74,262,3,76.4,18,FALSE
2017,2017_S893,Student_3293,IT,9.23,"Cloud Computing, Python, Web Development",Adani Group,796626,Attended,,0,94,1,0,1,0,2,3,3,95,89,95,83,84,81,4,98.3,34,FALSE
2017,2017_S893,Student_3293,IT,9.23,"Cloud Computing, Python, Web Development",DRDO Contractor,2252553,Attended,,0,76,2,0,1,2,2,3,5,90,85,83,83,87,257,4,98.3,47,FALSE
2017,2017_S894,Student_3294,IT,6.71,"Machine Learning, DevOps, Cloud Computing",Tech Mahindra,754318,Attended,,1,91,3,1,2,2,0,2,5,66,70,66,67,75,202,3,62.1,45,FALSE
2017,2017_S894,Student_3294,IT,6.71,"Machine Learning, DevOps, Cloud Computing",PolicyBazaar,578429,Attended,,0,76,2,2,0,2,1,0,6,69,60,76,68,68,315,4,70.1,24,FALSE
2017,2017_S895,Student_3295,DS,9.12,"Artificial Intelligence, DevOps, Cyber Security",Bosch India,2411096,Rejected,,0,81,0,2,1,0,0,3,3,86,92,83,84,85,162,4,91.2,17,FALSE
2017,2017_S895,Student_3295,DS,9.12,"Artificial Intelligence, DevOps, Cyber Security",TCS,925329,Rejected,,0,85,0,2,0,0,0,1,1,81,95,95,90,92,244,3,91.2,3,FALSE
2017,2017_S896,Student_3296,EEE,6.29,"DevOps, SQL, Cloud Computing",Infosys BPM,1927255,Placed,8/27/2017,0,91,3,2,1,0,0,3,8,64,56,65,65,61,422,4,62.9,32,FALSE
2017,2017_S896,Student_3296,EEE,6.29,"DevOps, SQL, Cloud Computing",Zomato,2075405,Attended,,0,87,0,0,1,0,1,1,7,69,69,68,63,55,493,4,65.9,17,FALSE
2017,2017_S897,Student_3297,MECH,8.89,"DevOps, Cloud Computing, SQL",Paytm,1855317,Placed,11/6/2017,0,80,2,2,0,1,1,3,2,84,85,80,82,93,43,4,91.9,29,FALSE
2017,2017_S897,Student_3297,MECH,8.89,"DevOps, Cloud Computing, SQL",Larsen & Toubro,1196020,Attended,,1,84,2,1,1,2,1,2,6,91,79,81,83,84,438,4,86.9,38,FALSE
2017,2017_S898,Student_3298,ECE,8.26,"Cyber Security, Data Analytics, Java",Tata Elxsi,1621874,Rejected,,1,98,0,0,0,1,1,1,3,84,88,79,88,72,55,4,80.6,13,FALSE
2017,2017_S898,Student_3298,ECE,8.26,"Cyber Security, Data Analytics, Java",Microsoft India,1211974,Placed,8/18/2017,1,76,1,2,0,2,1,2,4,73,88,75,91,88,352,4,80.6,25,FALSE
2017,2017_S899,Student_3299,EEE,9.51,"Artificial Intelligence, Data Analytics, Cyber Security",ISRO Contractor,1014090,Placed,5/19/2017,0,96,2,2,1,1,1,2,2,88,95,95,86,95,116,4,98.1,34,FALSE
2017,2017_S899,Student_3299,EEE,9.51,"Artificial Intelligence, Data Analytics, Cyber Security",DRDO Contractor,1768084,Rejected,,0,86,1,2,1,1,1,3,2,85,95,94,89,90,356,4,98.1,32,FALSE
2017,2017_S900,Student_3300,ECE,6.79,"DevOps, Machine Learning, Web Development",Tech Mahindra,768897,Placed,6/4/2017,0,89,3,0,1,0,2,0,8,59,65,68,64,59,2,3,73.9,35,TRUE
2017,2017_S900,Student_3300,ECE,6.79,"DevOps, Machine Learning, Web Development",Mphasis,1922200,Rejected,,0,83,2,1,1,1,1,1,8,61,77,63,69,73,303,4,70.9,31,FALSE
2017,2017_S901,Student_3301,CSE,7.04,"Cloud Computing, Java, Cyber Security",Ola,1473767,Placed,1/27/2017,1,83,3,1,2,0,1,0,6,65,73,77,65,76,485,4,68.4,37,FALSE
