Year,StudentID,Name,Branch,CGPA,Skills,Company,Package,Status,Placed_Date
2017,2017_S640,Neha Joshi,ECE,9.43,"Python, Data Analytics, Cyber Security",Reliance Jio,1097634,Rejected,
2017,2017_S640,Neha Joshi,ECE,9.43,"Python, Data Analytics, Cyber Security",Bosch India,671551,Placed,2017-10-08
2017,2017_S641,Vivaan Pillai,CSE,7.33,"Machine Learning, Cloud Computing, Data Analytics",Amazon India,1391213,Attended,
2017,2017_S641,Vivaan Pillai,CSE,7.33,"Machine Learning, Cloud Computing, Data Analytics",Byju's,973726,Placed,2017-01-21
2017,2017_S642,Aditya Kulkarni,CIVIL,6.25,"Cloud Computing, DevOps, Data Analytics",LTIMindtree,455647,Placed,2017-10-15
2017,2017_S642,Aditya Kulkarni,CIVIL,6.25,"Cloud Computing, DevOps, Data Analytics",Havells,2083360,Rejected,
2017,2017_S643,Meera Kapoor,IT,8.73,"Machine Learning, Data Analytics, DevOps",Swiggy,1478102,Placed,2017-12-10
2017,2017_S643,Meera Kapoor,IT,8.73,"Machine Learning, Data Analytics, DevOps",EY India,978381,Placed,2017-10-10
2017,2017_S644,Kavya Gupta,EEE,8.11,"Data Analytics, Python, Cyber Security",Capgemini India,2054741,Attended,
2017,2017_S644,Kavya Gupta,EEE,8.11,"Data Analytics, Python, Cyber Security",Bosch India,1430127,Rejected,
2017,2017_S645,Aishwarya Sharma,AI,8.44,"Python, Data Analytics, Web Development",Hexaware,2503886,Rejected,
2017,2017_S645,Aishwarya Sharma,AI,8.44,"Python, Data Analytics, Web Development",Indian Oil Corporation,1200429,Placed,2017-03-09
2017,2017_S646,Priya Kapoor,MECH,8.41,"Cyber Security, Artificial Intelligence, SQL",Zoho,2039783,Placed,2017-08-08
2017,2017_S646,Priya Kapoor,MECH,8.41,"Cyber Security, Artificial Intelligence, SQL",NVIDIA India,1629362,Rejected,
2017,2017_S647,Karthik Malhotra,AI,6.34,"Cloud Computing, SQL, Python",Zensar Technologies,1385085,Placed,2017-10-22
2017,2017_S647,Karthik Malhotra,AI,6.34,"Cloud Computing, SQL, Python",LTIMindtree,970774,Placed,2017-09-26
2017,2017_S648,Aishwarya Malhotra,AI,8.31,"Java, Cyber Security, Web Development",Deloitte India,886347,Placed,2017-04-05
2017,2017_S648,Aishwarya Malhotra,AI,8.31,"Java, Cyber Security, Web Development",MakeMyTrip,2398055,Attended,
2017,2017_S649,Kavya Singh,ECE,6.49,"Artificial Intelligence, Cyber Security, Python",Capgemini India,2586789,Rejected,
2017,2017_S649,Kavya Singh,ECE,6.49,"Artificial Intelligence, Cyber Security, Python",Ola,1522371,Placed,2017-05-11
2017,2017_S650,Vivaan Reddy,DS,8.98,"Machine Learning, Cloud Computing, Data Analytics",Swiggy,649207,Rejected,
2017,2017_S650,Vivaan Reddy,DS,8.98,"Machine Learning, Cloud Computing, Data Analytics",Nykaa,921828,Rejected,
2017,2017_S651,Sneha Choudhary,IT,8.3,"Machine Learning, Cloud Computing, Web Development",Infosys,2258997,Attended,
2017,2017_S651,Sneha Choudhary,IT,8.3,"Machine Learning, Cloud Computing, Web Development",PwC India,1529229,Placed,2017-05-06
2017,2017_S652,Vivaan Pillai,DS,8.95,"Java, Python, Cyber Security",Indian Oil Corporation,1997662,Placed,2017-12-16
2017,2017_S652,Vivaan Pillai,DS,8.95,"Java, Python, Cyber Security",PhonePe,2132723,Rejected,
2017,2017_S653,Rohan Kapoor,CSE,6.15,"Java, Python, Cyber Security",Byju's,413076,Rejected,
2017,2017_S653,Rohan Kapoor,CSE,6.15,"Java, Python, Cyber Security",Bosch India,1420368,Placed,2017-01-16
2017,2017_S654,Krishna Desai,DS,8.54,"Python, Artificial Intelligence, Cloud Computing",Nykaa,1095005,Attended,
2017,2017_S654,Krishna Desai,DS,8.54,"Python, Artificial Intelligence, Cloud Computing",Bosch India,1151728,Rejected,
2017,2017_S655,Aditya Kulkarni,CIVIL,7.62,"Java, SQL, Cyber Security",Mindtree,1894745,Rejected,
2017,2017_S655,Aditya Kulkarni,CIVIL,7.62,"Java, SQL, Cyber Security",Infosys,1156665,Placed,2017-07-06
2017,2017_S656,Aarav Singh,CSE,8.65,"Web Development, Cyber Security, Cloud Computing",Tata Power,2355852,Placed,2017-08-19
2017,2017_S656,Aarav Singh,CSE,8.65,"Web Development, Cyber Security, Cloud Computing",DRDO Contractor,2273020,Attended,
2017,2017_S657,Sneha Singh,EEE,8.42,"Web Development, Machine Learning, Data Analytics",DRDO Contractor,1717119,Rejected,
2017,2017_S657,Sneha Singh,EEE,8.42,"Web Development, Machine Learning, Data Analytics",Adani Group,621289,Rejected,
2017,2017_S658,Arjun Ghosh,EEE,7.13,"Machine Learning, Cloud Computing, Artificial Intelligence",Amazon India,1877408,Attended,
2017,2017_S658,Arjun Ghosh,EEE,7.13,"Machine Learning, Cloud Computing, Artificial Intelligence",LTIMindtree,1308358,Placed,2017-11-13
2017,2017_S659,Kavya Choudhary,CIVIL,6.71,"DevOps, Cyber Security, Cloud Computing",Tech Mahindra,2234062,Placed,2017-05-11
2017,2017_S659,Kavya Choudhary,CIVIL,6.71,"DevOps, Cyber Security, Cloud Computing",Microsoft India,2791985,Rejected,
2017,2017_S660,Arjun Singh,EEE,8.55,"SQL, Machine Learning, Python",Zoho,2437154,Placed,2017-05-09
2017,2017_S660,Arjun Singh,EEE,8.55,"SQL, Machine Learning, Python",Amazon India,782843,Placed,2017-03-27
2017,2017_S661,Aditya Gupta,CIVIL,6.87,"Artificial Intelligence, Machine Learning, Cyber Security",Microsoft India,2695540,Rejected,
2017,2017_S661,Aditya Gupta,CIVIL,6.87,"Artificial Intelligence, Machine Learning, Cyber Security",DRDO Contractor,2078650,Placed,2017-06-06
2017,2017_S662,Sneha Desai,DS,8.1,"Cloud Computing, Web Development, SQL",Google India,705486,Attended,
2017,2017_S662,Sneha Desai,DS,8.1,"Cloud Computing, Web Development, SQL",Microsoft India,2680020,Placed,2017-01-24
2017,2017_S663,Karthik Joshi,CSE,6.0,"Python, Java, SQL",Tata Elxsi,1442142,Attended,
2017,2017_S663,Karthik Joshi,CSE,6.0,"Python, Java, SQL",HCL Technologies,1600637,Placed,2017-05-01
2017,2017_S664,Divya Pillai,DS,7.39,"Java, Machine Learning, Data Analytics",HCL Technologies,701914,Attended,
2017,2017_S664,Divya Pillai,DS,7.39,"Java, Machine Learning, Data Analytics",Microsoft India,1550040,Attended,
2017,2017_S665,Ishita Ghosh,CSE,7.52,"Cloud Computing, Data Analytics, Python",Mphasis,337355,Placed,2017-11-23
2017,2017_S665,Ishita Ghosh,CSE,7.52,"Cloud Computing, Data Analytics, Python",Siemens India,1040174,Placed,2017-04-23
2017,2017_S666,Divya Iyer,AI,6.79,"Data Analytics, Cloud Computing, DevOps",Infosys BPM,1868333,Placed,2017-05-22
2017,2017_S666,Divya Iyer,AI,6.79,"Data Analytics, Cloud Computing, DevOps",Zensar Technologies,2362574,Rejected,
2017,2017_S667,Rahul Singh,EEE,8.88,"SQL, Cloud Computing, Cyber Security",PwC India,1868911,Rejected,
2017,2017_S667,Rahul Singh,EEE,8.88,"SQL, Cloud Computing, Cyber Security",Wipro,1551782,Placed,2017-07-23
2017,2017_S668,Neha Choudhary,DS,9.29,"Python, Java, Artificial Intelligence",PhonePe,2030934,Placed,2017-03-15
2017,2017_S668,Neha Choudhary,DS,9.29,"Python, Java, Artificial Intelligence",Zensar Technologies,2327419,Rejected,
2017,2017_S669,Vikram Bose,MECH,9.1,"SQL, Java, Web Development",Nykaa,1130258,Rejected,
2017,2017_S669,Vikram Bose,MECH,9.1,"SQL, Java, Web Development",Razorpay,397375,Placed,2017-06-08
2017,2017_S670,Aishwarya Choudhary,MECH,6.84,"Python, Cyber Security, Cloud Computing",EY India,380294,Rejected,
2017,2017_S670,Aishwarya Choudhary,MECH,6.84,"Python, Cyber Security, Cloud Computing",Razorpay,2492209,Placed,2017-02-15
2017,2017_S671,Ananya Kulkarni,AI,8.33,"Web Development, Cloud Computing, Machine Learning",Harman India,1842708,Placed,2017-05-02
2017,2017_S671,Ananya Kulkarni,AI,8.33,"Web Development, Cloud Computing, Machine Learning",TCS,815303,Placed,2017-05-11
2017,2017_S672,Rahul Kulkarni,CIVIL,9.24,"Machine Learning, Data Analytics, Cyber Security",PhonePe,854700,Rejected,
2017,2017_S672,Rahul Kulkarni,CIVIL,9.24,"Machine Learning, Data Analytics, Cyber Security",Zoho,2263327,Rejected,
2017,2017_S673,Kavya Verma,IT,7.17,"Machine Learning, Artificial Intelligence, SQL",ISRO Contractor,1560680,Attended,
2017,2017_S673,Kavya Verma,IT,7.17,"Machine Learning, Artificial Intelligence, SQL",Wipro,302928,Rejected,
2017,2017_S674,Divya Verma,EEE,7.17,"Artificial Intelligence, Machine Learning, DevOps",LTIMindtree,332309,Attended,
2017,2017_S674,Divya Verma,EEE,7.17,"Artificial Intelligence, Machine Learning, DevOps",Amazon India,1095712,Placed,2017-02-04
2017,2017_S675,Priya Verma,AI,6.44,"Cloud Computing, Java, DevOps",Capgemini India,899181,Placed,2017-04-25
2017,2017_S675,Priya Verma,AI,6.44,"Cloud Computing, Java, DevOps",Zomato,973769,Attended,
2017,2017_S676,Meera Singh,EEE,9.59,"Cyber Security, Cloud Computing, Python",Adani Group,1873851,Rejected,
2017,2017_S676,Meera Singh,EEE,9.59,"Cyber Security, Cloud Computing, Python",Ola,2320542,Placed,2017-05-23
2017,2017_S677,Ishita Yadav,CIVIL,6.41,"Web Development, Artificial Intelligence, Machine Learning",Infosys BPM,674494,Placed,2017-05-16
2017,2017_S677,Ishita Yadav,CIVIL,6.41,"Web Development, Artificial Intelligence, Machine Learning",Indian Oil Corporation,2054217,Attended,
2017,2017_S678,Pooja Reddy,IT,6.54,"Java, Cloud Computing, Data Analytics",Infosys,2032968,Placed,2017-02-03
2017,2017_S678,Pooja Reddy,IT,6.54,"Java, Cloud Computing, Data Analytics",Bharat Electronics,2616400,Placed,2017-04-15
2017,2017_S679,Krishna Desai,DS,6.5,"Java, Python, Machine Learning",Mindtree,1512250,Attended,
2017,2017_S679,Krishna Desai,DS,6.5,"Java, Python, Machine Learning",Flipkart,1888033,Rejected,
2017,2017_S680,Aarav Kulkarni,ECE,9.27,"Web Development, Cloud Computing, Data Analytics",Infosys,2601982,Rejected,
2017,2017_S680,Aarav Kulkarni,ECE,9.27,"Web Development, Cloud Computing, Data Analytics",KPMG India,2257692,Rejected,
2017,2017_S681,Kavya Verma,MECH,8.6,"Web Development, Python, Cyber Security",Google India,2632008,Placed,2017-09-02
2017,2017_S681,Kavya Verma,MECH,8.6,"Web Development, Python, Cyber Security",EY India,1411073,Placed,2017-03-23
2017,2017_S682,Sai Yadav,CIVIL,6.56,"Cloud Computing, Machine Learning, DevOps",NVIDIA India,2433520,Attended,
2017,2017_S682,Sai Yadav,CIVIL,6.56,"Cloud Computing, Machine Learning, DevOps",Cognizant India,344109,Attended,
2017,2017_S683,Arjun Yadav,CIVIL,6.26,"Web Development, Data Analytics, Cloud Computing",Amazon India,1274501,Placed,2017-03-01
2017,2017_S683,Arjun Yadav,CIVIL,6.26,"Web Development, Data Analytics, Cloud Computing",Bharat Electronics,1911887,Placed,2017-04-01
2017,2017_S684,Kavya Reddy,CIVIL,6.63,"Cloud Computing, Cyber Security, Artificial Intelligence",Accenture India,1967761,Attended,
2017,2017_S684,Kavya Reddy,CIVIL,6.63,"Cloud Computing, Cyber Security, Artificial Intelligence",DRDO Contractor,1276729,Placed,2017-08-02
2017,2017_S685,Vivaan Choudhary,IT,6.68,"SQL, Cloud Computing, Artificial Intelligence",Persistent Systems,1169530,Placed,2017-10-10
2017,2017_S685,Vivaan Choudhary,IT,6.68,"SQL, Cloud Computing, Artificial Intelligence",Tata Power,1389867,Placed,2017-06-16
2017,2017_S686,Aarav Rao,CSE,9.31,"Java, SQL, Artificial Intelligence",Mahindra & Mahindra,1694354,Rejected,
2017,2017_S686,Aarav Rao,CSE,9.31,"Java, SQL, Artificial Intelligence",Swiggy,2154080,Placed,2017-11-03
2017,2017_S687,Priya Gupta,CSE,7.66,"SQL, Artificial Intelligence, Java",DRDO Contractor,2677012,Rejected,
2017,2017_S687,Priya Gupta,CSE,7.66,"SQL, Artificial Intelligence, Java",Qualcomm India,1886485,Placed,2017-05-01
2017,2017_S688,Sai Desai,IT,6.7,"SQL, Machine Learning, Cyber Security",Google India,2321123,Placed,2017-03-27
2017,2017_S688,Sai Desai,IT,6.7,"SQL, Machine Learning, Cyber Security",Hexaware,2180519,Placed,2017-12-23
2017,2017_S689,Divya Sharma,IT,6.42,"Web Development, Cyber Security, Machine Learning",Nykaa,1234814,Rejected,
2017,2017_S689,Divya Sharma,IT,6.42,"Web Development, Cyber Security, Machine Learning",HCL Technologies,1141830,Placed,2017-08-26
2017,2017_S690,Vivaan Rao,CIVIL,8.92,"DevOps, Web Development, Java",LTIMindtree,916017,Placed,2017-04-15
2017,2017_S690,Vivaan Rao,CIVIL,8.92,"DevOps, Web Development, Java",Infosys,2528610,Rejected,
2017,2017_S691,Neha Rao,IT,6.93,"Python, Web Development, Cyber Security",ISRO Contractor,2438030,Rejected,
2017,2017_S691,Neha Rao,IT,6.93,"Python, Web Development, Cyber Security",EY India,2597893,Rejected,
2017,2017_S692,Vikram Pillai,CSE,7.59,"SQL, Data Analytics, Java",MakeMyTrip,1963216,Placed,2017-10-08
2017,2017_S692,Vikram Pillai,CSE,7.59,"SQL, Data Analytics, Java",Accenture India,1783313,Placed,2017-06-10
2017,2017_S693,Vivaan Choudhary,CSE,9.03,"Cyber Security, Machine Learning, DevOps",Intel India,2264185,Rejected,
2017,2017_S693,Vivaan Choudhary,CSE,9.03,"Cyber Security, Machine Learning, DevOps",Hexaware,2285243,Placed,2017-12-20
2017,2017_S694,Aditya Choudhary,EEE,7.71,"Machine Learning, DevOps, Data Analytics",Wipro,1000461,Placed,2017-03-12
2017,2017_S694,Aditya Choudhary,EEE,7.71,"Machine Learning, DevOps, Data Analytics",Accenture India,1423955,Rejected,
2017,2017_S695,Karthik Rao,AI,9.3,"DevOps, Java, Cyber Security",PolicyBazaar,2788081,Placed,2017-06-19
2017,2017_S695,Karthik Rao,AI,9.3,"DevOps, Java, Cyber Security",TCS,707609,Placed,2017-05-01
2017,2017_S696,Arjun Singh,CIVIL,7.83,"Machine Learning, Web Development, Data Analytics",Samsung R&D India,2232515,Rejected,
2017,2017_S696,Arjun Singh,CIVIL,7.83,"Machine Learning, Web Development, Data Analytics",Mphasis,2382264,Rejected,
2017,2017_S697,Neha Iyer,EEE,9.11,"Data Analytics, Machine Learning, Cyber Security",Razorpay,1908990,Attended,
2017,2017_S697,Neha Iyer,EEE,9.11,"Data Analytics, Machine Learning, Cyber Security",HCL Technologies,1251186,Rejected,
2017,2017_S698,Meera Pillai,MECH,8.33,"SQL, Artificial Intelligence, DevOps",Paytm,848297,Placed,2017-06-23
2017,2017_S698,Meera Pillai,MECH,8.33,"SQL, Artificial Intelligence, DevOps",Harman India,2378850,Attended,
2017,2017_S699,Aishwarya Menon,CSE,7.02,"Python, Data Analytics, DevOps",ISRO Contractor,1893724,Attended,
2017,2017_S699,Aishwarya Menon,CSE,7.02,"Python, Data Analytics, DevOps",ISRO Contractor,2732108,Rejected,
2017,2017_S700,Karthik Desai,AI,9.36,"Java, Machine Learning, Web Development",LTIMindtree,2086999,Attended,
2017,2017_S700,Karthik Desai,AI,9.36,"Java, Machine Learning, Web Development",Amazon India,1751537,Rejected,
2017,2017_S701,Karthik Bose,ECE,9.17,"Web Development, Java, Python",HCL Technologies,2059268,Rejected,
2017,2017_S701,Karthik Bose,ECE,9.17,"Web Development, Java, Python",Tata Power,2320612,Attended,
2017,2017_S702,Rahul Rao,ECE,7.86,"Artificial Intelligence, Python, Cloud Computing",Byju's,1654056,Attended,
2017,2017_S702,Rahul Rao,ECE,7.86,"Artificial Intelligence, Python, Cloud Computing",Nykaa,832358,Placed,2017-09-20
2017,2017_S703,Rahul Gupta,IT,7.13,"Cloud Computing, Artificial Intelligence, Java",Tata Elxsi,2330489,Rejected,
2017,2017_S703,Rahul Gupta,IT,7.13,"Cloud Computing, Artificial Intelligence, Java",Google India,2433527,Placed,2017-09-01
2017,2017_S704,Ishita Kapoor,CIVIL,7.58,"Java, Python, Web Development",Razorpay,2288506,Placed,2017-07-09
2017,2017_S704,Ishita Kapoor,CIVIL,7.58,"Java, Python, Web Development",Infosys,495961,Placed,2017-12-21
2017,2017_S705,Aditya Kulkarni,EEE,7.01,"SQL, Cyber Security, Artificial Intelligence",Mphasis,1804777,Attended,
2017,2017_S705,Aditya Kulkarni,EEE,7.01,"SQL, Cyber Security, Artificial Intelligence",EY India,2441997,Rejected,
2017,2017_S706,Priya Iyer,IT,7.7,"Data Analytics, Python, Artificial Intelligence",Samsung R&D India,2245861,Rejected,
2017,2017_S706,Priya Iyer,IT,7.7,"Data Analytics, Python, Artificial Intelligence",Infosys,1456993,Placed,2017-07-08
2017,2017_S707,Arjun Yadav,ECE,6.38,"Cyber Security, Java, SQL",Amazon India,2099995,Placed,2017-12-20
2017,2017_S707,Arjun Yadav,ECE,6.38,"Cyber Security, Java, SQL",DRDO Contractor,2666760,Rejected,
2017,2017_S708,Sai Choudhary,CSE,9.72,"Artificial Intelligence, Web Development, Machine Learning",Freshworks,2600881,Placed,2017-01-25
2017,2017_S708,Sai Choudhary,CSE,9.72,"Artificial Intelligence, Web Development, Machine Learning",MakeMyTrip,602912,Placed,2017-06-15
2017,2017_S709,Ishita Patel,DS,7.62,"DevOps, Python, Cloud Computing",PhonePe,1364367,Placed,2017-04-22
2017,2017_S709,Ishita Patel,DS,7.62,"DevOps, Python, Cloud Computing",Bharat Electronics,1331743,Rejected,
2017,2017_S710,Vikram Menon,MECH,7.13,"Cloud Computing, Web Development, Cyber Security",ISRO Contractor,671698,Placed,2017-05-02
2017,2017_S710,Vikram Menon,MECH,7.13,"Cloud Computing, Web Development, Cyber Security",Mahindra & Mahindra,2693666,Attended,
2017,2017_S711,Ananya Desai,CIVIL,8.41,"Cloud Computing, SQL, Artificial Intelligence",Google India,2373431,Placed,2017-08-03
2017,2017_S711,Ananya Desai,CIVIL,8.41,"Cloud Computing, SQL, Artificial Intelligence",Accenture India,2535756,Attended,
2017,2017_S712,Neha Rao,CIVIL,7.59,"Cloud Computing, DevOps, Python",Harman India,1421015,Rejected,
2017,2017_S712,Neha Rao,CIVIL,7.59,"Cloud Computing, DevOps, Python",Havells,842530,Rejected,
2017,2017_S713,Ishita Malhotra,EEE,7.49,"Artificial Intelligence, Data Analytics, Python",Accenture India,1121681,Rejected,
2017,2017_S713,Ishita Malhotra,EEE,7.49,"Artificial Intelligence, Data Analytics, Python",Byju's,2235132,Placed,2017-10-23
2017,2017_S714,Arjun Malhotra,CIVIL,6.09,"Python, DevOps, Cloud Computing",Cognizant India,696900,Placed,2017-04-08
2017,2017_S714,Arjun Malhotra,CIVIL,6.09,"Python, DevOps, Cloud Computing",Larsen & Toubro,762403,Rejected,
2017,2017_S715,Pooja Kulkarni,CIVIL,7.38,"Cloud Computing, Java, Python",Bharat Electronics,651771,Rejected,
2017,2017_S715,Pooja Kulkarni,CIVIL,7.38,"Cloud Computing, Java, Python",DRDO Contractor,2487533,Placed,2017-12-02
2017,2017_S716,Rahul Desai,EEE,8.13,"Cloud Computing, Java, Python",Capgemini India,394176,Rejected,
2017,2017_S716,Rahul Desai,EEE,8.13,"Cloud Computing, Java, Python",Bosch India,1992531,Rejected,
2017,2017_S717,Rahul Yadav,AI,8.12,"Python, DevOps, SQL",KPMG India,1095736,Placed,2017-09-26
2017,2017_S717,Rahul Yadav,AI,8.12,"Python, DevOps, SQL",Adani Group,2447849,Placed,2017-06-16
2017,2017_S718,Aditya Iyer,CSE,7.53,"Artificial Intelligence, Cyber Security, Python",MakeMyTrip,807099,Placed,2017-09-15
2017,2017_S718,Aditya Iyer,CSE,7.53,"Artificial Intelligence, Cyber Security, Python",PolicyBazaar,1395995,Rejected,
2017,2017_S719,Aarav Yadav,IT,8.67,"Data Analytics, Machine Learning, SQL",Persistent Systems,496979,Rejected,
2017,2017_S719,Aarav Yadav,IT,8.67,"Data Analytics, Machine Learning, SQL",Larsen & Toubro,2420556,Rejected,
2017,2017_S720,Arjun Pillai,MECH,9.75,"SQL, DevOps, Java",Freshworks,1815675,Attended,
2017,2017_S720,Arjun Pillai,MECH,9.75,"SQL, DevOps, Java",Bosch India,400965,Rejected,
2017,2017_S721,Ishita Gupta,CIVIL,8.19,"Cyber Security, DevOps, Cloud Computing",Mphasis,2237627,Placed,2017-05-11
2017,2017_S721,Ishita Gupta,CIVIL,8.19,"Cyber Security, DevOps, Cloud Computing",TCS,1211415,Placed,2017-04-03
2017,2017_S722,Vikram Kapoor,MECH,8.57,"SQL, Data Analytics, Web Development",HCL Technologies,2499433,Placed,2017-04-26
2017,2017_S722,Vikram Kapoor,MECH,8.57,"SQL, Data Analytics, Web Development",Adani Group,389244,Rejected,
2017,2017_S723,Sai Kapoor,AI,7.12,"Artificial Intelligence, Cloud Computing, Web Development",EY India,494068,Rejected,
2017,2017_S723,Sai Kapoor,AI,7.12,"Artificial Intelligence, Cloud Computing, Web Development",ISRO Contractor,841833,Rejected,
2017,2017_S724,Rahul Nair,AI,7.32,"DevOps, Artificial Intelligence, Data Analytics",Intel India,1575421,Rejected,
2017,2017_S724,Rahul Nair,AI,7.32,"DevOps, Artificial Intelligence, Data Analytics",Qualcomm India,2222354,Attended,
2017,2017_S725,Meera Iyer,EEE,7.51,"Artificial Intelligence, Python, Data Analytics",Byju's,1270317,Placed,2017-06-21
2017,2017_S725,Meera Iyer,EEE,7.51,"Artificial Intelligence, Python, Data Analytics",Tech Mahindra,2352592,Placed,2017-11-20
2017,2017_S726,Neha Patel,IT,8.57,"Python, Java, Web Development",Hexaware,712707,Attended,
2017,2017_S726,Neha Patel,IT,8.57,"Python, Java, Web Development",Siemens India,2729365,Rejected,
2017,2017_S727,Ananya Bose,DS,7.35,"Cyber Security, Data Analytics, Cloud Computing",Reliance Jio,2687117,Placed,2017-06-01
2017,2017_S727,Ananya Bose,DS,7.35,"Cyber Security, Data Analytics, Cloud Computing",Wipro,985305,Placed,2017-09-27
2017,2017_S728,Rohan Singh,MECH,7.27,"Cloud Computing, Artificial Intelligence, Web Development",Qualcomm India,525962,Attended,
2017,2017_S728,Rohan Singh,MECH,7.27,"Cloud Computing, Artificial Intelligence, Web Development",Havells,2797537,Rejected,
2017,2017_S729,Divya Nair,IT,9.54,"DevOps, SQL, Artificial Intelligence",KPMG India,828118,Attended,
2017,2017_S729,Divya Nair,IT,9.54,"DevOps, SQL, Artificial Intelligence",DRDO Contractor,2221948,Placed,2017-04-14
2017,2017_S730,Divya Joshi,ECE,8.39,"Java, Data Analytics, Artificial Intelligence",Mphasis,1298982,Attended,
2017,2017_S730,Divya Joshi,ECE,8.39,"Java, Data Analytics, Artificial Intelligence",Bosch India,2167427,Attended,
2017,2017_S731,Arjun Desai,MECH,9.04,"Web Development, DevOps, Cloud Computing",Infosys,1373572,Placed,2017-01-26
2017,2017_S731,Arjun Desai,MECH,9.04,"Web Development, DevOps, Cloud Computing",Qualcomm India,1621187,Placed,2017-07-13
2017,2017_S732,Rahul Pillai,CSE,7.93,"Python, Cloud Computing, Java",Mindtree,1639422,Rejected,
2017,2017_S732,Rahul Pillai,CSE,7.93,"Python, Cloud Computing, Java",Zomato,918657,Rejected,
2017,2017_S733,Aditya Menon,MECH,8.71,"Java, Python, Web Development",IBM India,1277639,Placed,2017-11-24
2017,2017_S733,Aditya Menon,MECH,8.71,"Java, Python, Web Development",EY India,1777111,Rejected,
2017,2017_S734,Ananya Nair,CIVIL,8.11,"DevOps, Cloud Computing, Machine Learning",Google India,2515728,Placed,2017-01-12
2017,2017_S734,Ananya Nair,CIVIL,8.11,"DevOps, Cloud Computing, Machine Learning",Zomato,2558697,Rejected,
2017,2017_S735,Aditya Nair,IT,6.32,"Artificial Intelligence, Cloud Computing, DevOps",Qualcomm India,841729,Rejected,
2017,2017_S735,Aditya Nair,IT,6.32,"Artificial Intelligence, Cloud Computing, DevOps",Wipro,2427868,Attended,
2017,2017_S736,Vivaan Malhotra,EEE,7.49,"Python, DevOps, Artificial Intelligence",Mphasis,1610185,Placed,2017-04-12
2017,2017_S736,Vivaan Malhotra,EEE,7.49,"Python, DevOps, Artificial Intelligence",Mahindra & Mahindra,2500305,Rejected,
2017,2017_S737,Rahul Singh,ECE,8.08,"Web Development, Cloud Computing, Artificial Intelligence",Paytm,2126839,Rejected,
2017,2017_S737,Rahul Singh,ECE,8.08,"Web Development, Cloud Computing, Artificial Intelligence",EY India,899255,Rejected,
2017,2017_S738,Karthik Malhotra,AI,7.29,"Machine Learning, DevOps, SQL",Havells,2092803,Rejected,
2017,2017_S738,Karthik Malhotra,AI,7.29,"Machine Learning, DevOps, SQL",Indian Oil Corporation,2043174,Attended,
2017,2017_S739,Vivaan Iyer,MECH,9.08,"Java, Cyber Security, DevOps",Infosys,1765355,Rejected,
2017,2017_S739,Vivaan Iyer,MECH,9.08,"Java, Cyber Security, DevOps",Razorpay,2138720,Placed,2017-04-18
2017,2017_S740,Aditya Verma,IT,8.33,"Web Development, SQL, Artificial Intelligence",Qualcomm India,443492,Placed,2017-03-04
2017,2017_S740,Aditya Verma,IT,8.33,"Web Development, SQL, Artificial Intelligence",Bosch India,1812709,Rejected,
2017,2017_S741,Aditya Kapoor,AI,9.29,"SQL, DevOps, Web Development",Mahindra & Mahindra,903318,Attended,
2017,2017_S741,Aditya Kapoor,AI,9.29,"SQL, DevOps, Web Development",Capgemini India,2461062,Attended,
2017,2017_S742,Divya Sharma,CIVIL,9.2,"Java, Machine Learning, Web Development",Swiggy,2094829,Placed,2017-07-09
2017,2017_S742,Divya Sharma,CIVIL,9.2,"Java, Machine Learning, Web Development",Tata Elxsi,1844718,Attended,
2017,2017_S743,Rohan Kapoor,ECE,6.85,"Python, Data Analytics, SQL",Mphasis,1835604,Attended,
2017,2017_S743,Rohan Kapoor,ECE,6.85,"Python, Data Analytics, SQL",Zomato,798515,Placed,2017-08-15
2017,2017_S744,Rahul Kapoor,ECE,7.28,"DevOps, Cyber Security, Java",HCL Technologies,2356296,Placed,2017-03-26
2017,2017_S744,Rahul Kapoor,ECE,7.28,"DevOps, Cyber Security, Java",Reliance Jio,1950037,Placed,2017-06-04
2017,2017_S745,Arjun Bose,IT,6.42,"Data Analytics, SQL, Python",MakeMyTrip,399074,Rejected,
2017,2017_S745,Arjun Bose,IT,6.42,"Data Analytics, SQL, Python",Tata Elxsi,823136,Placed,2017-12-23
2017,2017_S746,Vikram Nair,IT,6.38,"Web Development, Cloud Computing, SQL",HCL Technologies,2317364,Placed,2017-10-07
2017,2017_S746,Vikram Nair,IT,6.38,"Web Development, Cloud Computing, SQL",Samsung R&D India,2778288,Placed,2017-08-19
2017,2017_S747,Kavya Verma,MECH,7.09,"Machine Learning, Data Analytics, Java",Qualcomm India,1331810,Placed,2017-03-26
2017,2017_S747,Kavya Verma,MECH,7.09,"Machine Learning, Data Analytics, Java",Bharat Electronics,2162577,Rejected,
2017,2017_S748,Ananya Gupta,ECE,8.17,"Cloud Computing, Cyber Security, Data Analytics",Qualcomm India,2339309,Rejected,
2017,2017_S748,Ananya Gupta,ECE,8.17,"Cloud Computing, Cyber Security, Data Analytics",Siemens India,2049922,Rejected,
2017,2017_S749,Vivaan Gupta,CSE,6.41,"Machine Learning, Cloud Computing, Data Analytics",Razorpay,332646,Attended,
2017,2017_S749,Vivaan Gupta,CSE,6.41,"Machine Learning, Cloud Computing, Data Analytics",IBM India,1424702,Rejected,
